term,title,link,authors,abstract,ch_abstract,tags,publish_date
international standards,InternationalAccountingStandardsand Accounting Quality,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=688041,Mary E. Barth,"We examine whether application of International Accounting Standards is associated with higher accounting quality. The application of IAS reflects the combined effects of features of the financial reporting system, including standards, their interpretation, enforcement, and litigation. We find that firms applying IAS from 21 countries generally evidence less earnings management, more timely loss recognition, and more value relevance of accounting amounts than do a matched sample of firms applying non-US domestic standards. Differences in accounting quality between the two groups of firms in the period before the IAS firms adopt IAS do not account for the post-adoption differences. We also find that firms applying IAS generally evidence an improvement in accounting quality between the pre- and post-adoption periods. Although we cannot be sure that our findings are attributable to the change in the financial reporting system rather than to changes in firms' incentives and the economic environment, we include research design features to mitigate the effects of both.",我们研究国际会计准则的应用是否与更高的会计质量相关。国际会计准则的应用反映了财务报告体系各要素的综合影响，包括准则本身、准则解释、执行力度及诉讼环境。通过比较21个国家采用国际会计准则的企业与采用非美国本土准则的匹配企业样本，我们发现前者普遍表现出更少的盈余管理行为、更及时的亏损确认以及会计数据更高的价值相关性。两组企业在采用国际会计准则前的会计质量差异并不能解释采用后的差异。我们还发现，采用国际会计准则的企业在准则实施前后通常呈现出会计质量的提升。尽管我们无法确定这些发现完全归因于财务报告体系的变革而非企业激励或经济环境的变化，但我们在研究设计中已采取措施以降低这两类因素的影响。,"IAS, IASB, International Accounting Standards, International Accounting Standards Board, International Financial Reporting Standards",2005-04-11
international standards,Advocacy Note - A Call to the New Secretary of theInternationalNarcotics Control Board: Ongoing Challenges,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1909986,International Drug Policy Consortium,"On February 1 201'8 Jonathan Lucas was appointed as the new Secretary of the International Narcotics Control Board (INCB or Board) and chief of the INCB Secretariat. He starts with this new challenge the week after this year’s CND session taking place from 8-12 March. The Secretariat plays an important role in assisting the Board in the exercise of its treaty related functions and operates as an 'administrative entity' of the UN Office on Drugs and Crime (UNODC) in Vienna. Mr Lucas succeeds Mr Koli Kouame who retired from the organization on 31 January having served as Secretary and chief for nearly six years. The IDPC offers its congratulations to Mr Lucas for his appointment to this prestigious post and, as we approach the first CND session to follow the High Level Segment (HLS) of the Commission last year, increasingly pivotal post. 12-months ago, member states met to evaluate the targets set at the 1998 UN General Assembly Special Session on Drugs (UNGASS). While intended to produce a unitary position on the direction of international drug control for the next decade or so, the HLS and resultant Political Declaration revealed a clear divide in state’s attitudes towards domestic drug control. On one side of the divide stand a growing number of nations that are choosing to adopt pragmatic evidence-based harm reduction policies, while on the other side stand countries continuing to put faith in a zero-tolerance approach that has failed to produce any significant and sustained result over the past decade. This mounting lack of consensus puts the INCB, and its Secretariat, in an increasingly important position within the UN drug control framework. As the watchdog of the drug control treaties, it is essential that the Board deals respectfully and sensitively with the deepening variance in interpretation of the treaties by their owners; the member states themselves.     In this advocacy note, the IDPC has identified key areas of concern that it would like to bring to the attention of the incoming Secretary. These include: the lack of objectivity on the INCB’s part regarding alternative drug policy choices from member states and its refusal to encourage open and constructive debate on drug policy between the Board, member states, relevant UN bodies, civil society and NGOs; the need for a balanced approach in the INCB’s work on drug policy; the need for a more diverse range of expertise in INCB membership; the lack of transparency for the Board’s operations; the need for increased engagement with civil society to ensure the fulfillment of the Board’s functions; and the need for a more pro-active attitude to monitor the functioning of the Board within its mandate, and to encourage a process of modernization of its role in line with established UN practices.","2018年2月1日，乔纳森·卢卡斯被任命为国际麻醉品管制局（INCB或麻管局）新任秘书长兼麻管局秘书处主任。他将在今年3月8日至12日举行的麻醉药品委员会会议结束后的一周内，迎接这一新挑战。秘书处在协助麻管局履行条约相关职能方面发挥着重要作用，并作为联合国毒品和犯罪问题办公室（UNODC）维也纳办事处的""行政实体""运作。卢卡斯先生接替了于1月31日退休的科利·夸梅先生，后者担任秘书长兼主任近六年。国际药物政策联盟（IDPC）祝贺卢卡斯先生担任这一 prestigious 职位，随着我们迎来去年委员会高级别会议（HLS）后的首次麻醉药品委员会会议，这一职位日益关键。12个月前，成员国开会评估1998年联合国大会毒品问题特别会议（UNGASS）设定的目标。虽然高级别会议及其产生的政治宣言旨在就未来十年左右的国际毒品管制方向达成统一立场，但却揭示了各国对国内毒品管制态度的明显分歧。分歧的一方是越来越多选择采取务实、基于证据的减害政策的国家，而另一方则是继续坚持零容忍政策的国家，这些政策在过去十年中未能产生任何重大和持续的成果。这种日益缺乏共识的情况使麻管局及其秘书处在联合国毒品管制框架中处于越来越重要的位置。作为毒品管制条约的监督机构，麻管局必须尊重并敏感地对待成员国对条约解释的日益加深的分歧。在这份倡议说明中，IDPC指出了希望提请新任秘书长关注的关键问题领域。这些问题包括：麻管局对成员国替代性毒品政策选择缺乏客观性，拒绝鼓励麻管局、成员国、相关联合国机构、民间社会和非政府组织之间就毒品政策进行开放和建设性的辩论；麻管局在毒品政策工作中需要采取平衡的方法；麻管局成员需要更多样化的专业知识；麻管局运作缺乏透明度；需要加强与民间社会的接触，以确保麻管局职能的履行；以及需要采取更积极的态度，监督麻管局在其授权范围内的运作，并鼓励根据既定的联合国做法对其角色进行现代化改造。","international policy, INCB",2011-08-15
international standards,Response to the 2009 Annual Report of theInternationalNarcotics Control Board,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1909947,International Drug Policy Consortium,"As is always the case, the Report contains an impressive array of technical information on the operation of the international drug control system; a system constructed with the aim of managing the global licit market for narcotic and psychotropic substances for medical and research uses while simultaneously suppressing the illicit market. Such operational descriptions are interspersed with references and discussions on certain policy issues. These, as is the norm, are primarily observations on what the Board perceives to be the strengths and weaknesses of the system and are in the main a welcome contribution to the policy process. However, despite what has turned out to be only a hiatus in the Ghodse-Emafo dynasty (Hamed Ghodse re-assumed the Chairmanship in May 2010), the Report also displays a certain continuity of approach in terms of its more worrying content. Although at points perhaps more conciliatory in tone than in previous years, the document reveals the Board as a body that maintains a very narrow and selective interpretation of the drug control conventions. Within this context it remains keen to censure what it regards as moves towards the liberalization of policy practice, yet stays silent on other areas that are worthy of attention; particularly those relating to the non-punitive aspects of the conventions. As policy debates around the world grow richer and more diverse, the INCB is in danger of being left behind.",一如既往，报告详尽罗列了国际毒品管制体系运作的技术信息；该体系旨在管理用于医疗和科研的麻醉及精神药物全球合法市场，同时遏制非法市场。这些运作描述中穿插着对某些政策问题的提及与讨论。按照惯例，这些内容主要是委员会对该体系优缺点的观察，总体上为政策进程提供了有益贡献。然而，尽管只是戈德西-埃马福王朝的短暂中断（哈米德·戈德西于2010年5月重新担任主席），报告中更令人担忧的内容仍显示出某种延续性。尽管文件语气在某些方面可能比往年更为缓和，但揭示出委员会作为一个机构，对毒品管制公约保持着极其狭隘和选择性的解读。在此背景下，它仍热衷于谴责其认为政策实践自由化的动向，却对其他值得关注的领域保持沉默——尤其是公约中与非惩罚性措施相关的部分。随着全球政策辩论日益丰富多元，国际麻醉品管制局正面临被时代抛下的风险。,"international policy, World, INCB",2011-08-15
international standards,The 2009 World Drug Report: A Response from theInternationalDrug Policy Consortium,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1910550,International Drug Policy Consortium,"The World Drug Report 2009 was the first publication of note to come from the UNODC since the High Level Segment of the 52nd session of the Commission on Narcotic Drugs.  As such, it was eagerly anticipated for not only what it would say about the trends in world drug markets, but also what it might reveal about the outlook of the senior management of the Office itself after the UNGASS review. In this response to Report the IDPC welcomes improvements in the way in which sections of the Office have moved to approach the complex problem of presenting and interpreting data on global illicit drug markets as well as the associated increase in transparency surrounding working methodologies. The response, however, also highlights that the increased sophistication of the discussion of trends in world drug markets making up the bulk of the Report were not matched by the arguments put forward in the Executive Director’s Preface.  As a result, the World Drug Report 2009 can be viewed in many ways as a fractured discourse containing both welcome improvements and alarming developments. This brief review explores three key themes raised by an analysis of the document: the Executive Director’s Preface; a new approach towards the presentation of data; and the unintended consequences of the international drug control system.",《2009年世界毒品报告》是联合国毒品和犯罪问题办公室自麻醉药品委员会第五十二届会议高级别会议后发布的首份重要出版物。因此，人们不仅期待其揭示全球毒品市场趋势，更关注其中可能反映的联合国大会特别会议审议后该办公室高层管理者的政策取向。国际毒品政策联盟在对本报告的回应中，赞赏了该办公室部分部门在处理全球非法毒品市场数据呈现与解读这一复杂问题时的改进举措，以及相关工作方法透明度的提升。但回应同时指出，报告主体部分对全球毒品市场趋势的精细分析，与执行主任前言中提出的论点存在明显落差。这使得《2009年世界毒品报告》在某种程度上呈现出一种割裂的叙事——既包含可喜进步，又显露令人担忧的动向。本短评通过文件分析聚焦三个关键议题：执行主任前言、数据呈现的新方法，以及国际毒品管制体系的意外后果。,"International policy, World, UNODC",2011-08-16
international standards,IDPC Response to the 2007 Annual Report of theInternationalNarcotics Control Board,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1425110,International Drug Policy Consortium,"The latest INCB Annual Report was published on 4th March 2008. This brief response explains the contents of the report, and comments on the positions taken by the Board on proportionality in drug law enforcement, the scheduling of coca leaf, and harm reduction.",国际麻醉品管制局最新年度报告于2008年3月4日发布。本简短回应阐述了报告内容，并就委员会在毒品执法比例性、古柯叶列管及减害措施方面所持立场作出评论。,"INCB, International drug policy evaluation, harm reduction",2009-06-24
international standards,SPS:InternationalStandards,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3645563,Markus Wagner,"International standards are central to domestic rule-making processes. While these standards-developed outside the WTO-are in and of themselves not binding, the SPS Agreement gives them a quasi-binding character as WTO members must provide scientific justification should they wish to deviate from international standards. Developing countries are particularly disadvantaged in the standard-making process.",国际标准是国内规则制定过程的核心。虽然这些标准是在世贸组织外部制定的，本身并不具有约束力，但《实施卫生与植物卫生措施协定》赋予了它们准约束力，因为世贸组织成员若想偏离国际标准，必须提供科学依据。发展中国家在标准制定过程中尤其处于不利地位。,"Trade, International Trade, WTO, World Trade Organization, Standards, SPS, Sanitary and Phytosanitary",2020-09-08
international standards,Reducing ProductStandardsHeterogeneity ThroughInternationalStandardsin the WTO: How Far Across the River?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1632343,Ming Du,"Heterogeneity in product standards across World Trade Organization (WTO) members adversely affects the international flow of goods and its reduction will increase global economic welfare if legitimate regulatory objectives are not violated. The Uruguay Round has seen the incorporation of international standards in both the Agreement on Technical Barriers to Trade (TBT) and the Agreement on the Application of Sanitary and Phytosanitary Measures (SPS) Agreement as a harmonization device. Despite many benefits that international standards may offer, WTO’s attachment to international standards has been subject to various criticisms. This paper intends to offer a detailed analysis of the role of international standards in the TBT and the SPS Agreement. Especially, I will examine whether and to what extent international standards have constrained WTO Members’ regulatory autonomy in setting domestic product standards.",世界贸易组织（WTO）成员间产品标准的差异性对国际货物流动产生了不利影响，在不违背正当监管目标的前提下，减少这种差异将提升全球经济福利。乌拉圭回合谈判将国际标准纳入《技术性贸易壁垒协定》（TBT协定）和《实施卫生与植物卫生措施协定》（SPS协定），作为协调工具。尽管国际标准可能带来诸多益处，但WTO对国际标准的依赖仍受到多方质疑。本文旨在深入分析国际标准在TBT与SPS协定中的作用，重点探讨国际标准是否以及在何种程度上限制了WTO成员制定国内产品标准的监管自主权。,"product standards, International Standard, TBT, SPS, WTO",2010-07-01
international standards,ODR Ethics andStandards: The Revised NCTDR and ICODRStandards,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4674238,Leah Wing,The panelists present the latest edition of the online dispute resolution standards published by the National Center for Technology and Dispute Resolution (NCTDR) and the International Council for Online Dispute Resolution.,小组成员介绍了由美国国家技术与争议解决中心（NCTDR）和国际在线争议解决理事会共同发布的最新版在线争议解决标准。,"ODR, standards of practice, ethics",2024-06-27
international standards,Outer Space Traffic SafetyStandards,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3787727,Paul Larsen,"An essential ingredient of safety standards is that they apply uniformly everywhere. All participating parties can expect everybody to conform with the standards unless they have given adequate notice of deviations. Several space organizations have recognized those advantages, and are beginning to promote coordinated safety efforts. In addition, there are safety rules in the transportation modes that could serve as models for commercial space. Standards would not only lead to safety in outer space. They would prevent economic loss and save insurance costs. They would facilitate international trade in space objects.",安全标准的一个基本要素是它们在任何地方都统一适用。所有参与方都可以预期每个人都会遵守这些标准，除非他们已充分通知了偏差。一些航天组织已经认识到这些优势，并开始推动协调的安全工作。此外，现有运输方式中的安全规则可以作为商业航天的参考范例。标准不仅有助于保障外层空间的安全，还能防止经济损失并节省保险成本。它们还将促进空间物体的国际贸易。,"Space Law, International Law, Space Traffic",2021-03-04
international standards,InternationalTrade and LaborStandards: A Proposal for Linkage,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1146431,Christian Barry,"Should some rights to engage in international trade be made conditional on the promotion of labor standards?  The critics of such conditionality, known as linkage, are right to be concerned about its possible adverse effects. However, linkage can be desirable.  A set of rules for international trade that incorporates linkage can serve the interests of developing countries, and in particular of less advantaged individuals within them - if it is un-imposed, transparent and rule-based, applied in a manner reflecting a country's level of development, demands adequate international burden-sharing, and incorporates measures that ensure that appropriate account is taken of different viewpoints within each country. Such a linkage system could substantially reduce the costs that are incurred by exporting countries when they attempt to promote the interests of workers. By enabling and encouraging countries to promote labor standards, an appropriate form of linkage can serve as a cornerstone of a worker-oriented world trading system.",是否应将某些从事国际贸易的权利与促进劳工标准挂钩？反对这种挂钩条件的批评者对其可能带来的负面影响表示担忧是正确的。然而，挂钩机制也可能具有积极意义。一套包含挂钩机制且符合以下条件的国际贸易规则，可以服务于发展中国家的利益，尤其是其中处于弱势地位的群体——只要这种机制非强制实施、透明且基于规则，应用时能反映国家发展水平，要求合理的国际责任分担，并包含确保充分考虑各国国内不同观点的措施。这样的挂钩体系能显著降低出口国在试图维护工人权益时产生的成本。通过赋能并鼓励各国提升劳工标准，恰当的挂钩形式可成为以工人为核心的世界贸易体系的基石。,"linkage, labor standards, international trade, WTO",2008-06-16
international standards,Beyond Voluntarism: Human Rights and the DevelopingInternationalLegal Obligations of Companies,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1551200,ICHRP International Council on Human Rights Policy,"The private sector increasingly accepts that it has social and moral responsibilities. In recent years many companies have introduced codes of conduct and other forms of voluntary initiatives. But do private companies have a legal responsibility to respect human rights? In the last 50 years the world’s governments, particularly through the United Nations, have agreed dozens of standards that define and guarantee basic human rights and freedoms. To what extent might these standards – originally aimed at states – create binding legal obligations on companies? This report sets out the legal obligations of states when business activity has an impact on human rights, and explores the degree to which companies might have direct obligations under international human rights law.",私营部门日益认识到自身承担着社会和道德责任。近年来许多企业制定了行为准则及其他形式的自愿性举措。但私营企业是否负有尊重人权的法律责任？过去五十年间，世界各国政府——特别是通过联合国——已达成数十项界定和保障基本人权与自由的标准。这些原本针对国家制定的标准，可能在多大程度上对企业产生具有约束力的法律义务？本报告阐述了商业活动影响人权时国家应承担的法律义务，并探讨了企业在国际人权法框架下可能承担直接义务的程度。,"human rights, business, private sector",2010-02-16
international standards,InternationalLaborStandards: How Far is India?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2486506,Harshit Malik,"Growing concerns and debate over rights of workers have been much discussed in the contemporary treatise. While, most countries have ratified all international conventions on labor standards, there still exist many who do not agree with some of them. India is one of those countries. India has only partially accepted international labor standards and is being constantly urged to adopt the rest. This paper is one contribution to the debate of India’s ratification of International labor standards. Over the course of analysis, we seek to argue that India’s discourse on labor legislation has not necessarily been flawed merely because it has not ratified some of the conventions. The paper focuses on the 8 fundamental conventions identified by the International Labor organization. The paper analyses India’s national labor legislations from the perspective of International labor standards.     The paper is divided in three parts. The first describes India’s profile as per ILO. The second part, which comprises of further subparts, will discuss corresponding laws in India for the conventions not ratified by it, and will try to understand the reason for non-ratification with the help of case studies. The last part of the paper offers an opinion on India’s decision of non-ratification. Following this discussion, the paper is concluded.",当代论著中对工人权益日益增长的关注与争议多有讨论。尽管多数国家已批准所有国际劳工标准公约，仍有许多国家未完全认同部分条款，印度便是其中之一。该国仅部分接受国际劳工标准，并持续被敦促采纳其余条款。本文旨在为印度批准国际劳工标准的讨论提供观点。通过分析，我们试图论证：印度未批准某些公约并不意味着其劳动立法论述必然存在缺陷。研究聚焦国际劳工组织确定的8项核心公约，从国际劳工标准视角剖析印度国内劳动立法。. . 全文分为三部分：第一部分依据国际劳工组织标准勾勒印度概况；第二部分含多个子章节，将探讨印度未批准公约对应的国内法律，并借助案例研究解析其未批准动因；最后部分就印度不批准决定提出见解。讨论结束后，本文作出结论。,"labor law, international labor standards, India, Freedom of Association, Child Labor",2014-08-26
international standards,Harmonization of Slovenian AccountingStandardswithInternationalFinancial ReportingStandards,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2237958,Aleš Novak,"With accession to the European Union Slovenia had to adopt the European Union’s legal framework, including law relating to undertakings, which among various pieces of legislation comprises also Accounting Directives, i.e. Fourth Council Directive and Seventh Council Directive, and Regulation (EC) No 1606/2002 on the application of international accounting standards, issued by the International Accounting Standards Board (hereinafter IASB). The new Companies Act (ZGD-1), which again includes basic accounting provisions, provided the basis for the second amendment of the Slovenian Accounting Standards (hereinafter SAS), which entered into force on January 1, 2006. It is still specific to SAS though that they are not focused exclusively on external financial reporting of past performance as for example International Financial Reporting Standards (hereinafter IFRS), which are issued by IASB. SAS derive from the fundamental idea that the external financial reporting should also have an impact on the fundamental accounting system with a specific solutions concerning internal reporting. In the field of external financial reporting SAS are almost completely harmonized with IFRS. In order to achieve this level of harmonization the profound amendments of SAS were needed in the following cases: property, plant and equipment, investment property, intangible assets, financial assets and last but not the least some changes in the financial statements.",随着加入欧盟，斯洛文尼亚必须采纳欧盟的法律框架，包括与企业相关的法律，其中涵盖多项法规，如会计指令（即第四号理事会指令和第七号理事会指令）以及关于应用国际会计准则委员会（以下简称IASB）发布的国际会计准则的(EC)第1606/2002号条例。新《公司法》（ZGD-1）再次纳入了基本会计条款，为斯洛文尼亚会计准则（以下简称SAS）的第二次修订奠定了基础，该修订于2006年1月1日生效。然而，SAS的独特之处在于其不仅关注如IASB发布的《国际财务报告准则》（以下简称IFRS）那样仅针对过去业绩的外部财务报告。SAS源于一个核心理念，即外部财务报告还应通过针对内部报告的具体解决方案对基础会计体系产生影响。在外部财务报告领域，SAS几乎完全与IFRS保持一致。为实现这一协调水平，SAS在以下方面进行了深入修订：不动产、厂房和设备，投资性房地产，无形资产，金融资产，以及财务报表中的一些重要变更。,"accounting harmonization, Slovenian Accounting Standards, Companies Act, Accounting Directives, International Financial Reporting Standards",2013-03-23
international standards,InternationalTechnicalStandardsand Essential Patents: FromInternationalHarmonization to Competition of Technologies,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1632567,Branislav Hazucha,"The use of international technical standards and conformity assessment systems are conventionally deemed as facilitating international trade and improving efficiency of production worldwide. However, many national, regional as well as international technical standards often incorporate proprietary technologies which then become essential for their implementation. To dismantle non-tariff barriers to the international trade, the Agreement on Technical Barriers to Trade (TBT Agreement) requires the WTO members to use international standards as a basis for their national technical regulations and standards. The duty also applies to the international standards which incorporate proprietary technologies. As international standards for high technologies heavily rely on proprietary technologies controlled mainly by companies established in developed countries, the duty under the TBT Agreement regularly brings clashes between developed countries and newly industrialized countries. Although it is generally recognized that it is important to protect the results of research and development (R&D) by the intellectual property rights, many newly industrialized countries deem the duty to use such international standards under the WTO regime as unfair. The perception of unfairness is even magnified, when their companies have to pay considerable amounts of royalties to the foreign holders of essential patents under international standards. This Article scrutinizes experiences with the national and international technical standards for several generations of mobile telephony in Europe, Far East Asia and the United States with the focus on the recent internationalization of standard-setting process in this field, geographical distribution of essential patents under individual standards, and the development of intellectual property rights policies applicable to standard-setting processes for mobile telephony on the national, regional and international levels. The Article points out that the outcome of international standardization should not be an adoption of any single international standard. Conversely, the TBT Agreement should create an environment where several technical solutions can compete on the global market. The competition between several technologies is one of precondition for guaranteeing the further technological progress in a sustainable way. Presented at the SIEL 2010 Conference in Barcelona.",国际技术标准与合格评定体系的使用，传统上被认为有助于促进国际贸易并提升全球生产效率。然而，许多国家、地区及国际技术标准往往包含专利技术，这些技术成为标准实施的关键要素。为消除国际贸易中的非关税壁垒，《技术性贸易壁垒协定》（TBT协定）要求世贸组织成员以国际标准作为本国技术法规与标准的基础。这一义务同样适用于包含专利技术的国际标准。由于高新技术国际标准高度依赖主要由发达国家企业控制的专利技术，TBT协定下的义务常引发发达国家与新兴工业化国家间的冲突。尽管保护研发成果的知识产权重要性已获普遍认可，但许多新兴工业化国家认为WTO框架下采用此类国际标准的义务有失公平。当这些国家的企业必须向国际标准下的核心专利外国持有者支付高额许可费时，不公平感更被放大。本文通过考察欧洲、远东地区和美国在移动通信多代技术标准制定中的实践经验，聚焦该领域标准制定流程近年来的国际化趋势、各标准下核心专利的地理分布，以及国家、地区和国际层面移动通信标准制定中知识产权政策的发展。文章指出，国际标准化的结果不应是单一国际标准的强制采用，相反，TBT协定应营造多种技术方案能在全球市场竞争的环境。多技术路线的竞争是以可持续方式保障技术持续进步的前提之一。本文曾于2010年巴塞罗那SIEL会议发表。,"international technical standards, international trade, proprietary technologies, TBT Agreement, intellectual property, essential patents, communication technologies, telecommunications",2010-07-01
international standards,Beyond Voluntarism: Human Rights and the DevelopingInternationalLegal Obligations of Companies (Summary),https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1551278,ICHRP International Council on Human Rights Policy,"The private sector increasingly accepts that it has social and moral responsibilities. In recent years many companies have introduced codes of conduct and other forms of voluntary initiatives. But do private companies have a legal responsibility to respect human rights? In the last 50 years the world’s governments, particularly through the United Nations, have agreed dozens of standards that define and guarantee basic human rights and freedoms. To what extent might these standards – originally aimed at states – create binding legal obligations on companies? This report sets out the legal obligations of states when business activity has an impact on human rights, and explores the degree to which companies might have direct obligations under international human rights law.",私营部门日益认识到自身承担的社会和道德责任。近年来，许多公司制定了行为准则及其他形式的自愿性举措。但私营企业是否负有尊重人权的法律责任？过去50年间，世界各国政府——特别是通过联合国——已达成数十项界定和保障基本人权与自由的标准。这些原本针对国家制定的标准，可能在多大程度上对企业产生具有约束力的法律义务？本报告阐述了商业活动影响人权时国家应承担的法律义务，并探讨了企业在国际人权法框架下可能直接承担义务的程度。,"human rights, business, private sector",2010-02-16
international standards,Pareto-ImprovingInternationalLaborStandardsAgreements: A Simple Model,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=930113,Sanjay G. Reddy,"It has been widely argued that international agreements over labor standards are undesirable because they are bound to ""hurt those that they are meant to help."" We develop a model in which an appropriately designed international labor standards agreement improves welfare for all persons in all countries.","人们普遍认为，关于劳工标准的国际协议是不可取的，因为它们必然会""伤害到本应帮助的对象""。我们建立了一个模型，表明设计得当的国际劳工标准协议能够提升所有国家全体民众的福祉。","International Trade, Labor Standards, Linkage",2006-09-14
international standards,Financial Market Consequences of Early Adoption ofInternationalStandardson Auditing:InternationalEvidence,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3768152,Ibrahim Elmghaamez,"Purpose: This paper investigates the effects of the early adoption of International Standards on Auditing (ISAs) on Financial Market Indicators (FMIs) from a Diffusion of Innovation (DOI) theory perspective.Design/methodology/approach: Using panel data from 110 countries in a period that spans from 1995 to 2014, this study applies an ordinary least squares (OLS) regression model to investigate the financial consequences of adopting ISAs. This analysis was supplemented with estimating a fixed-effects and two-stage least squares (2SLS) regression models in order to address any concerns regarding the possible existence of endogeneity problems.Findings: This study reports three key findings. First, we find that early ISAs adoption has a negative effect on several financial market consequences, namely stock market integration, market capitalisation, market turnover, market return, market development, stock price volatility, and stock trading volume. Second, using an alternative measure to the one that is proposed by DOI theory, we found that some financial indicators have been significantly improved after ISAs adoption, but only for listed firms that prepared their financial statements under International Financial Reporting Standards (IFRS) and audited by ISAs simultaneously. Finally, the financial indicators of European stock markets, however, have insignificantly shrank post the mandatory adoption of ISAs in 2006.Practical implications: Our empirical evidence raises questions about how ISAs were enforced and implemented. For example, countries that adopted ISAs at early stages may have been dominated mostly by recently established stock exchanges. This implies a crucial need to determine and apply the best type of auditing regime that can increase investors trust and enhance the credibility of stock markets information, which might ultimately advance the FMIs over time significantly.Originality/value: To-date, studies investigating the impact of the adoption of ISAs on FMI from a DOI theory perspective are virtually non-existent. Our study, therefore, seeks to contribute to the extant literature by examining the influence of ISAs adoption on a wide range of financial market indicators.",目的：本文从创新扩散理论（DOI）视角出发，探讨早期采用国际审计准则（ISAs）对金融市场指标（FMIs）的影响。  . 设计/方法/路径：本研究利用1995至2014年间110个国家的面板数据，采用普通最小二乘法（OLS）回归模型分析采用ISAs的财务影响，并辅以固定效应模型和两阶段最小二乘法（2SLS）回归模型，以解决潜在的内生性问题。  . 研究发现：本研究得出三个关键结论。首先，早期采用ISAs对多项金融市场指标产生负面影响，包括股市整合度、市值规模、市场周转率、市场回报率、市场发展水平、股价波动性和股票交易量。其次，采用与DOI理论不同的替代测量方法后发现，部分财务指标在采用ISAs后显著改善，但仅限那些同时遵循国际财务报告准则（IFRS）编制财报并由ISAs审计的上市公司。最后，2006年欧洲股市强制采用ISAs后，其财务指标并未出现显著萎缩。  . 实践意义：实证证据引发对ISAs执行与实施方式的反思。早期采用ISAs的国家可能主要由新成立的证券交易所主导，这凸显出亟需确立最佳审计制度以提升投资者信任、增强股市信息可信度，从而显著改善长期金融市场指标。  . 原创性/价值：目前从DOI理论视角探究ISAs采用对FMI影响的研究几乎空白。本研究通过考察ISAs对广泛金融市场指标的影响，为现有文献提供了新见解。,"International Standards on Auditing, Financial Market Indicators, Financial Consequences, Diffusion of Innovation Theory, Stock Market.",2021-02-18
international standards,The Impact ofInternationalAccountingStandardson Firms,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=901301,Marjan Petreski,"The aim of this paper is to provide some arguments for the effects of the adoption of the International Accounting Standards on firms. Therefore, IAS impact on firms' management and financial statements are analysed. Provided financial statements intend to support or reject findings in the literature for IAS effects on them.",本文旨在为采用国际会计准则对企业的影响提供一些论据。因此，分析了国际会计准则对企业管理和财务报表的影响。所提供的财务报表旨在支持或反驳文献中关于国际会计准则对其影响的发现。,International accounting standards,2006-05-16
